@relation bank-weka.filters.supervised.attribute.MergeNominalValues-L0.05-Rfirst-last

@attribute age numeric
@attribute job_merged_values {admin._or_housemaid_or_management,blue-collar,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,retired_or_student_or_unknown}
@attribute marital_merged_values {divorced_or_single,married}
@attribute education_merged_values {primary_or_secondary_or_unknown,tertiary}
@attribute default_merged_values {no_or_yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact_merged_values {cellular_or_telephone,unknown}
@attribute day numeric
@attribute month_merged_values {apr_or_feb,aug_or_jan_or_jul_or_jun_or_nov,dec_or_mar_or_oct_or_sep,may}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {failure,other,success,unknown}
@attribute y {no,yes}

@data
37,admin._or_housemaid_or_management,married,tertiary,no_or_yes,547,yes,yes,unknown,21,may,143,1,-1,0,unknown,no
59,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,3800,no,yes,cellular_or_telephone,9,aug_or_jan_or_jul_or_jun_or_nov,70,1,-1,0,unknown,no
26,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,261,yes,no,unknown,27,may,371,2,-1,0,unknown,no
43,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,yes,cellular_or_telephone,4,apr_or_feb,539,8,204,5,failure,no
42,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,-34,no,no,cellular_or_telephone,5,apr_or_feb,176,1,-1,0,unknown,no
46,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,9328,yes,no,cellular_or_telephone,5,may,725,3,-1,0,unknown,yes
31,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,5,yes,yes,cellular_or_telephone,16,aug_or_jan_or_jul_or_jun_or_nov,101,7,-1,0,unknown,no
43,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,3529,no,no,cellular_or_telephone,5,apr_or_feb,169,2,-1,0,unknown,no
48,blue-collar,divorced_or_single,tertiary,no_or_yes,2330,yes,no,unknown,4,aug_or_jan_or_jul_or_jun_or_nov,15,1,-1,0,unknown,no
41,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,1334,yes,no,cellular_or_telephone,20,apr_or_feb,234,5,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,3601,no,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,171,15,-1,0,unknown,no
45,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,265,no,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,14,3,-1,0,unknown,no
52,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,2227,no,no,cellular_or_telephone,24,apr_or_feb,242,2,-1,0,unknown,yes
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,487,no,yes,cellular_or_telephone,27,aug_or_jan_or_jul_or_jun_or_nov,155,15,-1,0,unknown,no
38,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,11,may,580,1,173,1,failure,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,174,yes,no,unknown,7,may,223,2,-1,0,unknown,no
58,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,14412,no,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,297,1,-1,0,unknown,no
37,admin._or_housemaid_or_management,married,tertiary,no_or_yes,3288,no,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,124,2,-1,0,unknown,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,57,no,no,cellular_or_telephone,2,apr_or_feb,465,2,-1,0,unknown,no
47,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,2246,yes,no,cellular_or_telephone,10,aug_or_jan_or_jul_or_jun_or_nov,330,1,-1,0,unknown,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,4441,yes,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,153,2,183,2,failure,no
42,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,0,no,no,unknown,19,may,131,2,-1,0,unknown,no
71,retired_or_student_or_unknown,married,tertiary,no_or_yes,353,no,no,cellular_or_telephone,27,aug_or_jan_or_jul_or_jun_or_nov,208,1,93,2,failure,no
54,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,448,yes,yes,cellular_or_telephone,5,aug_or_jan_or_jul_or_jun_or_nov,98,1,-1,0,unknown,no
53,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,27,yes,no,cellular_or_telephone,10,dec_or_mar_or_oct_or_sep,230,3,-1,0,unknown,yes
33,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,474,no,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,400,2,-1,0,unknown,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,1185,yes,no,cellular_or_telephone,30,apr_or_feb,284,1,339,1,failure,no
39,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,282,yes,no,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,243,1,-1,0,unknown,no
32,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,2,yes,no,cellular_or_telephone,15,may,16,9,309,1,failure,no
34,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,60,no,no,cellular_or_telephone,7,aug_or_jan_or_jul_or_jun_or_nov,274,2,-1,0,unknown,no
39,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,3972,no,no,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,122,3,-1,0,unknown,no
75,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,26452,no,no,cellular_or_telephone,15,aug_or_jan_or_jul_or_jun_or_nov,219,2,-1,0,unknown,no
33,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,818,yes,yes,cellular_or_telephone,16,apr_or_feb,301,3,-1,0,unknown,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,9374,yes,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,7,8,185,1,failure,no
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,47,no,no,unknown,19,aug_or_jan_or_jul_or_jun_or_nov,374,3,-1,0,unknown,no
69,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,279,no,no,cellular_or_telephone,12,aug_or_jan_or_jul_or_jun_or_nov,26,1,-1,0,unknown,no
52,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,20,yes,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,172,1,-1,0,unknown,no
31,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,360,no,no,cellular_or_telephone,15,may,332,1,297,2,other,no
28,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1532,no,no,cellular_or_telephone,22,may,253,1,107,5,failure,no
29,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,1673,no,no,cellular_or_telephone,16,aug_or_jan_or_jul_or_jun_or_nov,200,2,159,3,other,no
46,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,2420,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,405,2,-1,0,unknown,no
28,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,100,yes,yes,unknown,27,may,132,2,-1,0,unknown,no
41,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,unknown,20,aug_or_jan_or_jul_or_jun_or_nov,89,1,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1533,no,yes,cellular_or_telephone,5,aug_or_jan_or_jul_or_jun_or_nov,86,1,-1,0,unknown,no
34,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,296,no,no,cellular_or_telephone,7,aug_or_jan_or_jul_or_jun_or_nov,147,4,-1,0,unknown,no
28,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,2788,yes,no,unknown,6,aug_or_jan_or_jul_or_jun_or_nov,369,2,-1,0,unknown,yes
43,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,109,yes,no,unknown,27,may,64,3,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,485,no,no,cellular_or_telephone,26,aug_or_jan_or_jul_or_jun_or_nov,98,14,-1,0,unknown,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,125,no,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,66,2,-1,0,unknown,no
70,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,616,no,no,cellular_or_telephone,27,apr_or_feb,149,2,182,1,failure,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,3064,yes,no,cellular_or_telephone,26,aug_or_jan_or_jul_or_jun_or_nov,240,3,107,4,failure,no
53,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,206,no,no,cellular_or_telephone,26,aug_or_jan_or_jul_or_jun_or_nov,87,6,-1,0,unknown,no
30,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,6900,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,816,1,-1,0,unknown,no
45,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-179,no,no,unknown,3,aug_or_jan_or_jul_or_jun_or_nov,155,2,-1,0,unknown,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,481,yes,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,106,2,183,2,failure,no
28,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,12,yes,no,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,73,3,256,3,other,no
45,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,unknown,23,may,574,5,-1,0,unknown,no
51,admin._or_housemaid_or_management,married,tertiary,no_or_yes,176,yes,yes,unknown,1,aug_or_jan_or_jul_or_jun_or_nov,8,1,687,2,failure,no
53,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,4086,no,no,unknown,20,aug_or_jan_or_jul_or_jun_or_nov,14,3,-1,0,unknown,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,257,yes,no,unknown,16,may,731,4,-1,0,unknown,no
53,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,53,yes,no,cellular_or_telephone,7,apr_or_feb,208,1,140,1,failure,no
31,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,6,yes,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,821,1,-1,0,unknown,no
30,admin._or_housemaid_or_management,married,tertiary,no_or_yes,562,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,137,4,-1,0,unknown,no
53,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,-118,yes,no,unknown,9,may,101,3,-1,0,unknown,no
40,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,2805,yes,no,cellular_or_telephone,14,may,173,6,353,23,failure,no
26,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,565,yes,no,unknown,6,aug_or_jan_or_jul_or_jun_or_nov,582,11,-1,0,unknown,no
47,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,676,1,-1,0,unknown,no
51,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1612,no,no,cellular_or_telephone,16,dec_or_mar_or_oct_or_sep,384,1,182,5,failure,no
45,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,180,yes,yes,unknown,27,may,62,2,-1,0,unknown,no
35,admin._or_housemaid_or_management,married,tertiary,no_or_yes,0,yes,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,295,3,-1,0,unknown,no
36,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,876,yes,no,unknown,23,may,241,2,-1,0,unknown,no
57,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,2137,no,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,132,7,-1,0,unknown,no
42,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,260,yes,no,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,175,2,-1,0,unknown,no
32,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,-53,yes,no,cellular_or_telephone,16,apr_or_feb,648,1,272,1,other,yes
30,admin._or_housemaid_or_management,married,tertiary,no_or_yes,944,no,no,cellular_or_telephone,29,dec_or_mar_or_oct_or_sep,251,2,-1,0,unknown,yes
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,2394,no,no,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,184,2,-1,0,unknown,no
43,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,297,yes,no,cellular_or_telephone,14,dec_or_mar_or_oct_or_sep,119,3,-1,0,unknown,no
69,retired_or_student_or_unknown,divorced_or_single,tertiary,no_or_yes,2144,no,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,417,1,184,4,success,yes
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,969,no,no,cellular_or_telephone,15,aug_or_jan_or_jul_or_jun_or_nov,95,1,-1,0,unknown,no
35,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,125,2,-1,0,unknown,no
26,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,37,yes,yes,cellular_or_telephone,6,may,207,1,363,2,failure,no
46,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,410,no,yes,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,162,5,-1,0,unknown,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1211,yes,no,cellular_or_telephone,18,may,176,1,-1,0,unknown,no
33,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,71,no,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,107,6,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,436,yes,no,cellular_or_telephone,17,apr_or_feb,28,1,345,1,failure,no
48,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,559,yes,no,unknown,15,may,1231,2,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1170,no,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,200,4,-1,0,unknown,no
46,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,25,no,no,unknown,26,may,103,2,-1,0,unknown,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1325,no,no,unknown,11,aug_or_jan_or_jul_or_jun_or_nov,150,2,-1,0,unknown,no
39,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,108,7,-1,0,unknown,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,647,yes,yes,cellular_or_telephone,4,apr_or_feb,124,1,273,1,other,no
50,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,2142,yes,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,309,2,224,1,other,no
84,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,639,no,no,cellular_or_telephone,18,may,353,3,-1,0,unknown,yes
40,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,177,yes,yes,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,742,4,-1,0,unknown,no
55,admin._or_housemaid_or_management,married,tertiary,no_or_yes,236,no,no,cellular_or_telephone,4,aug_or_jan_or_jul_or_jun_or_nov,200,1,-1,0,unknown,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1959,yes,no,unknown,30,may,177,1,-1,0,unknown,no
46,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,96,no,no,cellular_or_telephone,4,apr_or_feb,151,2,-1,0,unknown,no
43,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,0,no,no,unknown,19,aug_or_jan_or_jul_or_jun_or_nov,147,1,-1,0,unknown,no
34,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,250,yes,no,unknown,29,may,193,6,-1,0,unknown,no
35,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,126,no,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,112,2,-1,0,unknown,no
57,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,1621,yes,no,unknown,19,aug_or_jan_or_jul_or_jun_or_nov,108,1,-1,0,unknown,no
25,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,8,no,no,cellular_or_telephone,22,apr_or_feb,107,2,-1,0,unknown,yes
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,189,yes,no,unknown,6,aug_or_jan_or_jul_or_jun_or_nov,106,2,-1,0,unknown,no
52,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,316,no,no,cellular_or_telephone,12,may,463,3,-1,0,unknown,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,-282,yes,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,131,3,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,-308,yes,no,cellular_or_telephone,30,apr_or_feb,140,2,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,248,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,163,4,-1,0,unknown,no
47,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,126,yes,no,unknown,3,aug_or_jan_or_jul_or_jun_or_nov,2456,2,-1,0,unknown,yes
50,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,13,yes,no,cellular_or_telephone,20,apr_or_feb,76,1,-1,0,unknown,yes
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,-393,yes,yes,cellular_or_telephone,16,aug_or_jan_or_jul_or_jun_or_nov,435,1,-1,0,unknown,yes
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,358,yes,no,cellular_or_telephone,7,may,302,1,356,3,failure,no
56,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,917,no,no,unknown,9,aug_or_jan_or_jul_or_jun_or_nov,306,1,-1,0,unknown,no
34,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1268,yes,no,cellular_or_telephone,15,may,259,3,-1,0,unknown,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,-163,yes,yes,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,502,2,-1,0,unknown,no
32,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,473,yes,no,cellular_or_telephone,11,may,72,2,361,1,other,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,4831,yes,no,cellular_or_telephone,4,apr_or_feb,265,1,-1,0,unknown,no
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1063,yes,no,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,413,2,-1,0,unknown,no
30,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,12,may,756,3,-1,0,unknown,no
29,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,424,yes,yes,unknown,14,may,241,2,-1,0,unknown,no
56,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,802,no,no,cellular_or_telephone,3,apr_or_feb,258,2,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,tertiary,no_or_yes,430,yes,no,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,137,16,-1,0,unknown,no
59,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,3940,no,no,unknown,5,aug_or_jan_or_jul_or_jun_or_nov,48,2,-1,0,unknown,no
36,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,2880,no,no,unknown,12,aug_or_jan_or_jul_or_jun_or_nov,283,1,-1,0,unknown,no
51,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1069,yes,no,unknown,30,may,247,2,-1,0,unknown,no
54,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,4382,yes,no,cellular_or_telephone,18,may,193,4,-1,0,unknown,no
37,admin._or_housemaid_or_management,married,tertiary,no_or_yes,0,no,no,cellular_or_telephone,11,dec_or_mar_or_oct_or_sep,129,4,107,2,failure,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,3939,no,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,209,2,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,753,no,no,unknown,17,aug_or_jan_or_jul_or_jun_or_nov,31,1,-1,0,unknown,no
29,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,358,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,88,5,-1,0,unknown,no
52,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,1141,yes,no,cellular_or_telephone,12,may,22,5,-1,0,unknown,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1259,no,no,unknown,20,may,234,5,-1,0,unknown,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,227,no,yes,unknown,3,aug_or_jan_or_jul_or_jun_or_nov,23,1,-1,0,unknown,no
55,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,538,yes,no,cellular_or_telephone,7,aug_or_jan_or_jul_or_jun_or_nov,353,2,-1,0,unknown,yes
49,admin._or_housemaid_or_management,married,tertiary,no_or_yes,92,yes,no,unknown,6,may,221,2,-1,0,unknown,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,8023,no,no,cellular_or_telephone,25,apr_or_feb,196,1,87,4,failure,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,2478,no,yes,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,395,1,-1,0,unknown,no
21,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,6844,no,no,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,126,3,127,7,other,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,440,yes,no,cellular_or_telephone,3,apr_or_feb,13,5,-1,0,unknown,no
56,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,800,no,yes,cellular_or_telephone,9,aug_or_jan_or_jul_or_jun_or_nov,170,1,-1,0,unknown,no
39,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,914,no,no,unknown,5,aug_or_jan_or_jul_or_jun_or_nov,20,1,-1,0,unknown,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,638,no,no,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,358,6,-1,0,unknown,no
55,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,159,no,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,159,1,-1,0,unknown,no
43,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,483,yes,no,cellular_or_telephone,12,may,225,3,-1,0,unknown,no
53,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,94,no,no,cellular_or_telephone,10,aug_or_jan_or_jul_or_jun_or_nov,493,1,181,14,success,yes
57,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,1044,no,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,585,1,192,2,success,yes
39,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,no,no,unknown,20,aug_or_jan_or_jul_or_jun_or_nov,13,11,-1,0,unknown,no
